,Basophil_names,Basophil_scores,Basophil_logfoldchanges,Basophil_pvals,Basophil_pvals_adj,CD16+ dendritic cell_names,CD16+ dendritic cell_scores,CD16+ dendritic cell_logfoldchanges,CD16+ dendritic cell_pvals,CD16+ dendritic cell_pvals_adj,Central memory CD4-T cell_names,Central memory CD4-T cell_scores,Central memory CD4-T cell_logfoldchanges,Central memory CD4-T cell_pvals,Central memory CD4-T cell_pvals_adj,Central memory CD8-T cell_names,Central memory CD8-T cell_scores,Central memory CD8-T cell_logfoldchanges,Central memory CD8-T cell_pvals,Central memory CD8-T cell_pvals_adj,Classical monocyte _names,Classical monocyte _scores,Classical monocyte _logfoldchanges,Classical monocyte _pvals,Classical monocyte _pvals_adj,Effector memory CD4-T cell_names,Effector memory CD4-T cell_scores,Effector memory CD4-T cell_logfoldchanges,Effector memory CD4-T cell_pvals,Effector memory CD4-T cell_pvals_adj,Effector memory CD8-T cell_names,Effector memory CD8-T cell_scores,Effector memory CD8-T cell_logfoldchanges,Effector memory CD8-T cell_pvals,Effector memory CD8-T cell_pvals_adj,Effector memory CD45RA+ CD8-T cell_names,Effector memory CD45RA+ CD8-T cell_scores,Effector memory CD45RA+ CD8-T cell_logfoldchanges,Effector memory CD45RA+ CD8-T cell_pvals,Effector memory CD45RA+ CD8-T cell_pvals_adj,Eosinophil_names,Eosinophil_scores,Eosinophil_logfoldchanges,Eosinophil_pvals,Eosinophil_pvals_adj,Immature NK cell_names,Immature NK cell_scores,Immature NK cell_logfoldchanges,Immature NK cell_pvals,Immature NK cell_pvals_adj,Mature NK cell_names,Mature NK cell_scores,Mature NK cell_logfoldchanges,Mature NK cell_pvals,Mature NK cell_pvals_adj,More mature NK cell_names,More mature NK cell_scores,More mature NK cell_logfoldchanges,More mature NK cell_pvals,More mature NK cell_pvals_adj,Myeloid dendritic cell_names,Myeloid dendritic cell_scores,Myeloid dendritic cell_logfoldchanges,Myeloid dendritic cell_pvals,Myeloid dendritic cell_pvals_adj,Naïve B cell_names,Naïve B cell_scores,Naïve B cell_logfoldchanges,Naïve B cell_pvals,Naïve B cell_pvals_adj,Naïve CD4-T cell_names,Naïve CD4-T cell_scores,Naïve CD4-T cell_logfoldchanges,Naïve CD4-T cell_pvals,Naïve CD4-T cell_pvals_adj,Naïve CD8-T cell_names,Naïve CD8-T cell_scores,Naïve CD8-T cell_logfoldchanges,Naïve CD8-T cell_pvals,Naïve CD8-T cell_pvals_adj,Neutrophil_names,Neutrophil_scores,Neutrophil_logfoldchanges,Neutrophil_pvals,Neutrophil_pvals_adj,Non-classical monocyte_names,Non-classical monocyte_scores,Non-classical monocyte_logfoldchanges,Non-classical monocyte_pvals,Non-classical monocyte_pvals_adj,Plasmacytoid dendritic cell _names,Plasmacytoid dendritic cell _scores,Plasmacytoid dendritic cell _logfoldchanges,Plasmacytoid dendritic cell _pvals,Plasmacytoid dendritic cell _pvals_adj,Switched memory B cell_names,Switched memory B cell_scores,Switched memory B cell_logfoldchanges,Switched memory B cell_pvals,Switched memory B cell_pvals_adj,Unswitched memory B cell_names,Unswitched memory B cell_scores,Unswitched memory B cell_logfoldchanges,Unswitched memory B cell_pvals,Unswitched memory B cell_pvals_adj
797,MEG8,2.1219478,183.90755,0.1840776412585588,1.0,AP001803.1,1.6246085,,0.3505069827941024,1.0,TRAPPC1,1.2982094,288.539,0.3734798302067048,1.0,NIFKP2,1.939113,8.59438,0.22949070105625166,1.0,AC116021.1,2.739585,,0.11383529394470686,1.0,AC021863.1,1.2931681,79.6007,0.32689240239978234,1.0,SSR1,3.2568333,163.42128,0.16142335267675587,1.0,AC010746.1,2.74714,,0.13097984979681088,1.0,BX005266.3,3.3773072,830.9924,0.1381314468194781,1.0,AC023194.3,1.9242214,,0.2091500871837426,1.0,AC022133.1,0.74112684,4.190758,0.5532781805334923,1.0,MIR548AN,1.0,29.273024,0.49999999999999956,1.0,AL035078.2,1.7855521,304.04797,0.3181843568472749,1.0,AC006159.1,2.7472029,inf,0.13027654110118378,1.0,RPS4XP18,1.1979936,107.04833,0.42914337857446755,1.0,ZNF682,1.804757,16.374737,0.2568603964187194,1.0,AC091905.1,3.271651,458.30814,0.10733305648695908,1.0,AC068472.1,1.768228,,0.2723927363969962,1.0,AC006064.2,3.0201042,107.04797,0.116534052957757,1.0,GAGE12B-1,2.0359201,8.230737,0.18662389958015072,1.0,AC022616.3,2.6592953,,0.12018857815712218,1.0
798,AC131238.1,2.1176853,383.21588,0.20164569285832268,1.0,AL021153.1,1.62408,,0.3346501502450588,1.0,PTGES3P4,1.2980093,169.73308,0.3371074574445495,1.0,AC026124.2,1.9389545,,0.19997908019389582,1.0,AP000426.1,2.736884,467.72174,0.18888102073084495,1.0,RN7SKP226,1.2930757,15.364828,0.4143855109381627,1.0,AL365436.1,3.2568054,inf,0.08300140311490832,1.0,AP006216.2,2.7442262,77.003845,0.16230322904834008,1.0,ALDH1A2,3.3721066,inf,0.1816525082221031,1.0,CRIP2,1.922408,13.514718,0.19470101942757514,1.0,AP000445.2,0.74015564,28.024412,0.56033705265531,1.0,RN7SL716P,1.0,29.273024,0.49999999999999956,1.0,FP236383.2,1.7822926,17.818443,0.21728818128721036,1.0,EVI5L,2.7450416,483.05035,0.20055193554762213,1.0,RPSAP60,1.1969348,1.8047506,0.44308505484173494,1.0,AC002542.2,1.8047482,505.881,0.31774828443576864,1.0,EEF1A1P8,3.266524,inf,0.1849576984330513,1.0,LRP3,1.7680944,239.63165,0.29824904237533145,1.0,RIC8A,3.0199895,131.93446,0.1701868555675633,1.0,SDHDP6,2.0327494,166.19847,0.2902953754755963,1.0,SNRK-AS1,2.6567087,32.120693,0.16054445549588048,1.0
799,CNIH3-AS2,2.1167753,inf,0.2806811699998858,1.0,AP003086.1,1.6224967,inf,0.26038292294546195,1.0,GTF2H3,1.2979609,41.47748,0.3914260976080141,1.0,AC108516.2,1.9383686,68.20341,0.19683176547304693,1.0,AL592463.1,2.73684,324.89493,0.17274400776533488,1.0,TRMT112P2,1.2902664,14.897648,0.3312317303466119,1.0,AL139095.4,3.2555041,,0.0835072047165183,1.0,AC091564.4,2.7441657,inf,0.13157151542471535,1.0,AC091944.1,3.368858,inf,0.11977432118217532,1.0,HDAC11-AS1,1.9219377,inf,0.2273418330673363,1.0,H3P1,0.74002,80.64665,0.5850721686002973,1.0,ARL4A,1.0,29.273024,0.49999999999999956,1.0,SNX15,1.7820935,25.499985,0.22562118487521143,1.0,USP9YP16,2.7441258,20.360636,0.11156297987680967,1.0,MMP10,1.1960604,50.494328,0.37063426316920844,1.0,SELENOKP3,1.8045206,71.846214,0.31614804771059407,1.0,PWWP2A,3.26282,6.603315,0.1276354079844455,1.0,NF1P8,1.7657411,8.019385,0.252494939312777,1.0,AC112236.2,3.0196815,inf,0.17165200499633163,1.0,MIR4664,2.0327241,10.315412,0.2579737375480555,1.0,MMP23A,2.654575,385.77664,0.21871887733238063,1.0
800,AL132655.4,2.1165621,,0.19791271934268181,1.0,KCNQ2,1.622487,13.243767,0.3270813198654401,1.0,AP000812.5,1.2976525,38.95325,0.32756014183149096,1.0,PRMT5P1,1.9382846,,0.21276173226614686,1.0,AC091027.2,2.7366443,,0.1952272251938204,1.0,RHOV,1.2897373,76.60711,0.41982255404902075,1.0,LOC112268408,3.255111,64.81307,0.13399435728493111,1.0,AL714019.1,2.7405386,inf,0.18247140583616447,1.0,AC006566.1,3.3682513,206.37753,0.1118759485488078,1.0,AC104455.1,1.9214425,,0.2719808974586015,1.0,LINC01868,0.73952574,5.8108826,0.5719360846713214,1.0,AL512604.3,1.0,29.273024,0.49999999999999956,1.0,AC068446.3,1.7796991,,0.32449846858671627,1.0,PPP1R37,2.7430065,53.06922,0.20421311125929867,1.0,MIR1248,1.1958863,8.425351,0.3985406977469525,1.0,LINC01448,1.8044252,inf,0.23073986379186218,1.0,AC008622.2,3.257991,78.23022,0.12561710577033156,1.0,AC026273.1,1.7657065,inf,0.2279437711766343,1.0,AC004408.2,3.0187511,345.66974,0.20358197903486222,1.0,BVES,2.0323133,20.84059,0.23796469110365645,1.0,PIN4P1,2.652596,125.69481,0.18404381893519858,1.0
801,AL445248.1,2.115514,,0.27827667096480213,1.0,AC005261.3,1.6220582,,0.2502014025400594,1.0,AC090985.1,1.2975717,535.8891,0.40891306710592923,1.0,INKA2-AS1,1.9371883,39.74625,0.2091680044794014,1.0,DNHD1,2.7364862,7.5036,0.18201935018009488,1.0,PLXDC1,1.2883085,29.18591,0.35076771120477296,1.0,AC092130.1,3.2546282,23.318266,0.15566166182188595,1.0,PSAT1P2,2.7402163,23.335804,0.11216595000495626,1.0,CYP2C61P,3.3678472,inf,0.08810889100748635,1.0,AP001434.1,1.9207236,40.215183,0.238973786890105,1.0,AC211476.6,0.7395157,42.956245,0.5700237769315457,1.0,OARD1,1.0,29.273024,0.49999999999999956,1.0,TCEAL4P1,1.7757523,10.124617,0.3265074646384658,1.0,A2M,2.7426968,72.96449,0.1887505437917864,1.0,RN7SL827P,1.1954589,4.972231,0.41367577200697003,1.0,RNU6-421P,1.8040301,25.175787,0.23947946180745508,1.0,AC114814.1,3.2519143,30.915222,0.09057228406084118,1.0,AC084871.1,1.7648661,130.63603,0.3168635784471294,1.0,KLF12,3.0173492,108.3464,0.14648743299265568,1.0,AC016717.1,2.0319538,595.3281,0.2682940583557147,1.0,MTATP8P1,2.6525347,23.109789,0.13446666869466642,1.0
802,Z99129.2,2.1147168,560.5952,0.20404603845153543,1.0,AC092807.4,1.6217152,98.2836,0.3088229097714391,1.0,GAPDHP15,1.2960343,9.553878,0.37783407284365195,1.0,AC116345.2,1.9369248,,0.19239953034869314,1.0,P2RX2,2.7342842,192.20305,0.1121302775507649,1.0,AL590326.1,1.2882233,263.9771,0.39164939613822575,1.0,SLC43A2,3.2543604,5.20902,0.0970915107727777,1.0,AP000619.1,2.7393374,,0.176074881908129,1.0,TRAV7,3.3663633,90.096306,0.07842735078333607,1.0,MTSS2,1.9196681,374.84824,0.2556536757402579,1.0,AC107029.2,0.738145,9.775309,0.5390620783036323,1.0,PUM1,1.0,29.273024,0.49999999999999956,1.0,AP000873.5,1.7755039,178.35318,0.26642514112426446,1.0,AL591806.4,2.742389,71.08943,0.22135699129741476,1.0,GPR182,1.1947281,4.7379155,0.37005995713757267,1.0,AC079097.1,1.8036156,,0.2589508785329403,1.0,AL354733.3,3.2471654,inf,0.1804480659631346,1.0,POPDC3,1.764116,102.64775,0.2744610987657983,1.0,AC092691.2,3.0140078,,0.18056903785232944,1.0,IL32,2.031318,169.15599,0.2808316291327683,1.0,AC092674.1,2.652193,inf,0.11865913560586895,1.0
803,STBD1,2.1125474,303.3627,0.2127916773057515,1.0,NPM1P9,1.6201117,74.98408,0.3450142851717059,1.0,SEC63,1.2952974,72.783966,0.3508199289957256,1.0,AL390862.1,1.9368244,326.95078,0.20622099969491126,1.0,AL021392.1,2.7338083,15.56578,0.17015324527180503,1.0,AC098591.2,1.2872677,425.77536,0.4202043589098599,1.0,USP24P1,3.25394,inf,0.11024381252408995,1.0,AC036111.2,2.7382073,516.4127,0.17164211838715007,1.0,AL356800.1,3.3658507,,0.17477690526691142,1.0,AL445493.2,1.9194148,,0.3025613844031499,1.0,KRBA1,0.736864,3.1674635,0.5603618280346429,1.0,TTPA,1.0,29.273024,0.49999999999999956,1.0,AL353692.4,1.7752162,,0.28211123870741367,1.0,NLGN4Y-AS1,2.741797,116.85836,0.13160176968426185,1.0,AC108471.1,1.194147,214.78122,0.3601627377314828,1.0,CDC6,1.8033665,6.9531627,0.22607261889813782,1.0,AC091951.1,3.2406828,inf,0.19053998014949147,1.0,ORMDL3,1.7639018,17.421404,0.3108232592490578,1.0,AC137630.3,3.0121822,,0.1345413798876492,1.0,DHX16,2.030689,133.01648,0.24648623944015696,1.0,LINC02564,2.6511445,256.2587,0.22243683319634577,1.0
804,DPP3P1,2.111844,563.6249,0.271179024333696,1.0,AC096631.2,1.6194803,inf,0.2552640566402666,1.0,MAGEA8,1.2948456,8.993303,0.41612578705635356,1.0,FRS3,1.9356921,154.72905,0.24187430911009117,1.0,AL157938.1,2.7336133,,0.11341338437123782,1.0,AC140479.7,1.2861848,36.428135,0.34197927991915256,1.0,AP002518.2,3.2537365,inf,0.18842770084472313,1.0,AC124242.2,2.7369204,259.10803,0.20639327452135248,1.0,AC036164.1,3.3638577,,0.10027890466741375,1.0,MIR4477A,1.918947,23.33754,0.3057187389055305,1.0,AL121898.1,0.736864,3.1674635,0.5603618280346429,1.0,GRPEL2P1,1.0,29.273024,0.49999999999999956,1.0,AL137009.1,1.7750661,inf,0.27357673075899225,1.0,AC097501.1,2.74095,inf,0.11476803172591035,1.0,MORF4L2P1,1.1937337,2.2474043,0.35954806928314254,1.0,SPAST,1.8031532,83.74844,0.3215410836007906,1.0,TMEM135,3.2394452,inf,0.1880789097307184,1.0,AL442067.1,1.7633932,,0.23504411106989828,1.0,AC136619.1,3.009336,,0.10496293285990144,1.0,RPL36P4,2.02952,29.935972,0.28775016977254436,1.0,AC010531.4,2.6492815,251.2814,0.13112845601234344,1.0
805,AC092580.2,2.1109438,211.89583,0.20995475097888594,1.0,AC066692.1,1.6188803,inf,0.3154401234799726,1.0,AL133368.1,1.2924007,,0.33650668980579046,1.0,RN7SL819P,1.9338499,,0.1965848871449913,1.0,BTF3P10,2.7330408,9.384904,0.178097499710182,1.0,AC109583.3,1.285356,281.037,0.3724771919192884,1.0,SPCS2P1,3.2524164,inf,0.18338638289644238,1.0,AL160290.2,2.7352912,417.04706,0.22053852220632894,1.0,AC035140.1,3.363693,,0.09306795058649853,1.0,AC024589.1,1.9186302,inf,0.28256923093367703,1.0,RPSAP17,0.73667663,11.254098,0.5393475063610962,1.0,UBA52,1.0,29.273024,0.49999999999999956,1.0,AC100826.1,1.7719238,8.205559,0.22139804129585627,1.0,SNORD114-6,2.7409058,33.759224,0.1147809999337249,1.0,FAM21FP,1.1930757,12.225136,0.4054169931017478,1.0,LINC02408,1.8027756,2.5159736,0.3224126736066834,1.0,IFT22,3.2390451,inf,0.17501699393110867,1.0,RNA5SP307,1.7628782,22.488123,0.31581946028209446,1.0,MIR548AT,3.0,36.373363,0.2048327646991334,1.0,RNU6-706P,2.0289702,39.697617,0.2911268552925991,1.0,AC104852.1,2.647389,43.605457,0.22992321663329326,1.0
806,AC005943.1,2.102003,120.93393,0.27079970240048157,1.0,AC092066.2,1.6154275,202.87898,0.29583595555498304,1.0,ROPN1L-AS1,1.2923903,4.619259,0.37052665471381385,1.0,AC007240.2,1.9328905,236.38559,0.24648725493442827,1.0,AP005136.2,2.7312467,,0.13997056319236753,1.0,AC023510.2,1.2840692,214.78122,0.3513556173085205,1.0,AC011445.1,3.2520967,,0.18625871715927697,1.0,RBMXL3,2.7351148,110.90718,0.20807329339492536,1.0,AC079363.1,3.3602126,inf,0.18252681282999011,1.0,CST9L,1.9185041,,0.2800914921241212,1.0,AC093159.2,0.7366302,3.5385559,0.5958168578137527,1.0,GPI,1.0,29.273024,0.49999999999999956,1.0,AP003396.5,1.7715074,,0.31964785433675663,1.0,AL157831.2,2.7378747,,0.2178648320883359,1.0,H2AB2,1.19238,212.54504,0.36038915064722843,1.0,TRPT1,1.8027756,5.584495,0.29506923709370836,1.0,AC009812.1,3.2369146,inf,0.15014718672092708,1.0,AC004386.6,1.762507,,0.2647978658513666,1.0,PTP4A1P1,3.0,40.716766,0.20483276469913345,1.0,MIR4685,2.028134,58.830605,0.21246541408845177,1.0,AL110115.2,2.6473355,,0.12436721977449751,1.0
807,NUP35,2.1015077,242.51703,0.19067899975035335,1.0,AC073864.1,1.6150266,326.66223,0.24848545074880943,1.0,SAMD12,1.2921165,3.6993866,0.3354894282304208,1.0,AL139109.1,1.9321669,,0.19876479184936105,1.0,AC026369.2,2.7299461,,0.133733397658314,1.0,PPIAP89,1.2840285,27.772257,0.3677515444357215,1.0,RASAL3,3.2509956,144.70232,0.08359801796986292,1.0,AC007991.1,2.7348495,,0.17686471308313823,1.0,EML4-AS1,3.35889,4.030159,0.1842131525027311,1.0,KRT16P4,1.9170269,,0.3014406902274329,1.0,TAS1R2,0.73651665,21.85683,0.5939847808952794,1.0,NOBOX,1.0,33.380524,0.49999999999999956,1.0,MIR31HG,1.7691423,,0.3052019116084044,1.0,AC119619.1,2.7350726,inf,0.20808578505662287,1.0,COX6A2,1.1923435,47.917183,0.4369163500442367,1.0,HES7,1.8022581,35.05749,0.3178648738847901,1.0,AP000889.1,3.2351089,,0.16903779241798275,1.0,AC084121.1,1.7619724,inf,0.292116737573413,1.0,AL137077.1,3.0,31.69714,0.20483276469913345,1.0,AL353593.2,2.027844,16.375565,0.24539135371612217,1.0,MIR7150,2.6470642,inf,0.12281753131275089,1.0
808,AC021106.2,2.0998342,249.42662,0.28265652040929906,1.0,AC110792.2,1.61169,inf,0.27933917515811196,1.0,AC110769.2,1.2915025,9.909719,0.4026338419754618,1.0,AC021594.1,1.9314821,73.14464,0.2371822599655044,1.0,AL117328.1,2.7293441,inf,0.11618651466296649,1.0,AC008937.1,1.2834448,277.32205,0.34941568534018175,1.0,AL365394.1,3.2490091,304.44473,0.08951836460827242,1.0,AC010200.1,2.7320683,inf,0.21078803181124872,1.0,ACADM,3.35889,5.299078,0.0797663408227127,1.0,RPLP1P13,1.9157034,136.29861,0.20103158736251123,1.0,KAAG1,0.73601705,59.40297,0.5390109192847228,1.0,RNA5SP152,1.0,30.67832,0.49999999999999956,1.0,AC010336.5,1.7687768,,0.32406678983351245,1.0,AC069335.1,2.7332327,6.9988565,0.11361689696351784,1.0,CRYAA,1.1906502,9.553878,0.3769971501695344,1.0,AC078814.1,1.8019562,,0.26770662560992364,1.0,FUT5,3.2271833,,0.18584935119903997,1.0,TVP23C-CDRT4,1.761857,8.375296,0.2947444932233945,1.0,AL357146.1,3.0,31.69714,0.20483276469913345,1.0,AC010271.1,2.0248218,,0.2839657658283766,1.0,AC012184.1,2.6467357,inf,0.11892038989432589,1.0
809,AL590648.1,2.0977929,,0.21796573962429244,1.0,AC011365.2,1.6111879,,0.30490932855168723,1.0,AC080089.1,1.2886267,43.785828,0.3295588077768361,1.0,AC021146.7,1.930167,192.63585,0.20446919893541574,1.0,AC004965.1,2.7277656,,0.14996761272185122,1.0,AL356583.4,1.2830168,inf,0.3327532740798118,1.0,KLF2P2,3.2483952,39.63806,0.14452419808875222,1.0,AC093844.1,2.7235792,69.86251,0.14076261787067387,1.0,KLHL2,3.357162,83.17137,0.15263869689232826,1.0,AL049795.1,1.9156885,inf,0.20929435678559427,1.0,CHURC1-FNTB,0.73579156,32.67706,0.5863903424560963,1.0,PCED1CP,1.0,30.67832,0.49999999999999956,1.0,AC122129.1,1.7664857,,0.30099541133753027,1.0,AL162253.1,2.7286873,68.09521,0.15082442322062647,1.0,NIPAL4,1.1903604,21.044659,0.36740756037401534,1.0,AC027612.3,1.8017502,458.74097,0.3084587699100088,1.0,AP001476.2,3.226068,191.95058,0.09061371400605009,1.0,AL391001.2,1.760858,277.86307,0.2218524529204677,1.0,GTF2IP12,3.0,38.549942,0.20483276469913345,1.0,THRAP3P1,2.0243585,5.1324997,0.24653618430575866,1.0,MIR4763,2.6456127,102.39528,0.1746877786878587,1.0
810,IL23R,2.0962512,504.18585,0.2517000718812087,1.0,LIPI,1.6074119,126.199745,0.309205465297012,1.0,LILRA4,1.2869991,3.5892792,0.33180982567580475,1.0,HLA-K,1.9284276,51.28782,0.2975510194088805,1.0,AC018767.2,2.7271686,,0.1431945269432868,1.0,AL160272.2,1.2819139,21.940887,0.3806371323763505,1.0,AC092368.2,3.2482402,inf,0.17234969957694235,1.0,AF241725.1,2.7233787,135.433,0.1204896159700142,1.0,AC008133.2,3.3570843,,0.11373071493662083,1.0,AC078778.1,1.9154861,,0.30034741498158735,1.0,AL121906.2,0.73526555,14.500625,0.5799402927894162,1.0,AC087650.1,1.0,29.273024,0.49999999999999956,1.0,FP475955.4,1.766434,inf,0.3095982466141121,1.0,PHB2,2.7258246,130.74423,0.12150194871950491,1.0,ZBTB46-AS1,1.1899948,155.73892,0.4215440052516506,1.0,RNU6-219P,1.8001866,287.7455,0.29539187300503605,1.0,AC022784.4,3.2256215,,0.13468221523862461,1.0,AL109931.1,1.7606195,408.10236,0.22036829558022725,1.0,EWSAT1,3.0,53.70182,0.20483276469913345,1.0,EHD2,2.0236776,26.808535,0.2268478356223729,1.0,MIR4509-2,2.6440651,18.152407,0.19262498207512704,1.0
811,AC009802.1,2.0937731,,0.24474799711089748,1.0,OR7E24,1.6060226,28.360296,0.31515202100564055,1.0,MIOXP1,1.2865125,23.33716,0.3565408772630949,1.0,NRGN,1.9283689,33.109856,0.26383490472213583,1.0,AC016747.4,2.7235613,,0.11575558747024,1.0,C15orf54,1.2812885,151.59119,0.4218856047996481,1.0,AL357752.1,3.2469547,,0.11442502175307669,1.0,CHAC2,2.7223964,23.128275,0.1224153290052255,1.0,AL049874.4,3.3569756,590.1705,0.1664644293914907,1.0,AC103952.1,1.9145771,,0.30632276055016966,1.0,OR5A1,0.7350236,7.438392,0.5682254367175752,1.0,TENM1,1.0,29.273024,0.49999999999999956,1.0,AC138749.3,1.766288,,0.3063978740736171,1.0,AC245884.11,2.7250614,inf,0.12063882516393554,1.0,AC023906.5,1.1870741,,0.4362929315397201,1.0,AC245052.6,1.7998663,,0.29587619054162706,1.0,NEFL,3.2232308,29.910933,0.11032154071733724,1.0,AC009234.1,1.7597935,70.629196,0.3080180733718434,1.0,RNU6ATAC26P,3.0,31.69714,0.20483276469913345,1.0,RPS27AP18,2.022321,36.392982,0.2454838636652278,1.0,RAD51D,2.643406,inf,0.1584607887767645,1.0
812,AC069224.1,2.0935903,inf,0.28161632097293465,1.0,AP000577.2,1.604582,inf,0.291867414784019,1.0,KRTAP10-13P,1.2861787,479.33542,0.361862910863528,1.0,EHMT2-AS1,1.9278729,657.7247,0.2951309975766625,1.0,AC004911.1,2.7219715,,0.11669759065403965,1.0,AC026583.1,1.2799528,48.14996,0.3479757890681514,1.0,AC073188.5,3.2468956,,0.10444560984151935,1.0,AC027763.1,2.721853,inf,0.126809257762518,1.0,AL162384.1,3.3559124,351.29623,0.08340617950847519,1.0,RNY1P9,1.9122385,25.031446,0.28857955378017364,1.0,AC023950.1,0.7350236,2.624863,0.5682254367175752,1.0,MIR4288,1.0,35.641464,0.49999999999999956,1.0,AL592435.2,1.7645209,421.6637,0.30809565005509776,1.0,RNU1-155P,2.724849,inf,0.17213647032460277,1.0,GAPDHP64,1.1837085,57.05859,0.38703463223718615,1.0,CATIP-AS1,1.798991,,0.2221116039580714,1.0,NIFKP8,3.218527,200.67888,0.1814766868253371,1.0,RPL23AP39,1.756692,23.768873,0.22124463986552326,1.0,AC108938.1,2.997262,30.029854,0.10856584754418673,1.0,LRP1-AS,2.022293,inf,0.2922679118549236,1.0,AC006296.1,2.642876,,0.1197427313664192,1.0
813,AC009108.5,2.0928571,inf,0.28346116841482366,1.0,AL929601.3,1.6035603,inf,0.2500031811422252,1.0,ELOCP5,1.2851739,72.747894,0.3457526513021042,1.0,SERPINE2,1.9275677,113.21627,0.2744003997691218,1.0,RNA5SP104,2.721424,25.243639,0.2147913103142029,1.0,AL391119.1,1.2781352,491.7426,0.3471983789131664,1.0,SERPINB3,3.2454834,9.186962,0.0930005720311245,1.0,AL392112.1,2.7210734,inf,0.1521388192647648,1.0,AC005045.2,3.3492432,437.38907,0.1668432269986552,1.0,AC010973.2,1.9119288,,0.30018073234890225,1.0,LINC02364,0.7350236,2.624863,0.5682254367175752,1.0,LAP3P1,1.0,33.380524,0.49999999999999956,1.0,AL109755.1,1.7605639,inf,0.3254395186669012,1.0,AC118555.1,2.7244756,,0.11375144515318714,1.0,AC010336.3,1.1818786,8.805685,0.363746929098106,1.0,AL353807.3,1.7988377,516.55695,0.2587658082804998,1.0,FBXW11,3.2173166,inf,0.16584288784507162,1.0,SMARCE1P3,1.7562811,15.028137,0.22412325264600763,1.0,RNU6-56P,2.9966276,215.50258,0.10943879232529972,1.0,AL135938.2,2.022259,330.48535,0.19266753922111363,1.0,PABPC1L2A,2.6418595,682.17834,0.2026642623331519,1.0
814,AC004543.1,2.0912673,,0.17311833092459072,1.0,MED20,1.602761,19.397894,0.2954228786763449,1.0,ALG2,1.2849603,28.745699,0.3306031778125892,1.0,AL121885.1,1.9271815,358.14905,0.19380491817528903,1.0,AC129507.4,2.7208016,inf,0.11273097920405167,1.0,CNTNAP2-AS1,1.276724,206.52179,0.3380360575351242,1.0,AC245884.5,3.2453108,,0.10618139520711305,1.0,AC037459.2,2.7210026,,0.17880754097979476,1.0,AC015912.3,3.3431613,,0.11286189588430483,1.0,STAG3,1.9118654,58.357014,0.21683479251627244,1.0,RPL18AP3,0.7350236,2.624863,0.5682254367175752,1.0,RNA5SP20,1.0,36.373363,0.49999999999999956,1.0,HDDC2,1.7590984,,0.26814537230109486,1.0,AC090984.1,2.7203937,,0.21397200735018618,1.0,TBXA2R,1.1818682,55.183086,0.36257757927392364,1.0,CD1C,1.7978613,75.525085,0.26503765602623897,1.0,AL670379.7,3.2173123,378.49106,0.18029619176237557,1.0,AC055720.1,1.756199,inf,0.22404862388143992,1.0,AC023813.2,2.9950652,,0.20457793865025672,1.0,AC119038.1,2.0195296,325.5802,0.2565965630238774,1.0,GFER,2.6398487,15.154206,0.14782431433784307,1.0
815,AC009898.1,2.0876517,,0.19733579021419154,1.0,AC128688.1,1.6025894,4.8508577,0.28987684441591394,1.0,PDCD11,1.282384,14.637544,0.362151078215408,1.0,AC087283.2,1.9269208,220.47987,0.2512520819376687,1.0,AL358332.1,2.719999,,0.11385434601119532,1.0,OR5AN1,1.2762393,241.18254,0.3447750125573985,1.0,AL627171.2,3.2452273,,0.18787509882085468,1.0,AL672207.1,2.7202816,,0.2036965238394692,1.0,AL365204.3,3.3429983,,0.09319366319370993,1.0,CMPK2,1.9091845,381.91745,0.30430892902520407,1.0,AP000829.1,0.7350236,2.624863,0.5682254367175752,1.0,WDR48,1.0,29.273024,0.49999999999999956,1.0,AC092799.1,1.7585555,9.816413,0.2211230226775752,1.0,AC003071.1,2.718983,187.65855,0.11415878574793671,1.0,IQSEC2,1.1785961,33.863358,0.43686241298451745,1.0,OR52X1P,1.7973728,inf,0.23032469250232673,1.0,CAPN1,3.2167444,136.87569,0.13506411178887878,1.0,RORA-AS1,1.7554904,27.306904,0.22881759070355281,1.0,CCNJ,2.9927957,31.30224,0.16134225357786705,1.0,TMC4,2.019486,158.84073,0.18295982721205675,1.0,Z82196.2,2.6383548,,0.1903612199848421,1.0
