,Basophil_names,Basophil_scores,Basophil_logfoldchanges,Basophil_pvals,Basophil_pvals_adj,CD16+ dendritic cell_names,CD16+ dendritic cell_scores,CD16+ dendritic cell_logfoldchanges,CD16+ dendritic cell_pvals,CD16+ dendritic cell_pvals_adj,Central memory CD4-T cell_names,Central memory CD4-T cell_scores,Central memory CD4-T cell_logfoldchanges,Central memory CD4-T cell_pvals,Central memory CD4-T cell_pvals_adj,Central memory CD8-T cell_names,Central memory CD8-T cell_scores,Central memory CD8-T cell_logfoldchanges,Central memory CD8-T cell_pvals,Central memory CD8-T cell_pvals_adj,Classical monocyte _names,Classical monocyte _scores,Classical monocyte _logfoldchanges,Classical monocyte _pvals,Classical monocyte _pvals_adj,Effector memory CD4-T cell_names,Effector memory CD4-T cell_scores,Effector memory CD4-T cell_logfoldchanges,Effector memory CD4-T cell_pvals,Effector memory CD4-T cell_pvals_adj,Effector memory CD8-T cell_names,Effector memory CD8-T cell_scores,Effector memory CD8-T cell_logfoldchanges,Effector memory CD8-T cell_pvals,Effector memory CD8-T cell_pvals_adj,Effector memory CD45RA+ CD8-T cell_names,Effector memory CD45RA+ CD8-T cell_scores,Effector memory CD45RA+ CD8-T cell_logfoldchanges,Effector memory CD45RA+ CD8-T cell_pvals,Effector memory CD45RA+ CD8-T cell_pvals_adj,Eosinophil_names,Eosinophil_scores,Eosinophil_logfoldchanges,Eosinophil_pvals,Eosinophil_pvals_adj,Immature NK cell_names,Immature NK cell_scores,Immature NK cell_logfoldchanges,Immature NK cell_pvals,Immature NK cell_pvals_adj,Mature NK cell_names,Mature NK cell_scores,Mature NK cell_logfoldchanges,Mature NK cell_pvals,Mature NK cell_pvals_adj,More mature NK cell_names,More mature NK cell_scores,More mature NK cell_logfoldchanges,More mature NK cell_pvals,More mature NK cell_pvals_adj,Myeloid dendritic cell_names,Myeloid dendritic cell_scores,Myeloid dendritic cell_logfoldchanges,Myeloid dendritic cell_pvals,Myeloid dendritic cell_pvals_adj,Naïve B cell_names,Naïve B cell_scores,Naïve B cell_logfoldchanges,Naïve B cell_pvals,Naïve B cell_pvals_adj,Naïve CD4-T cell_names,Naïve CD4-T cell_scores,Naïve CD4-T cell_logfoldchanges,Naïve CD4-T cell_pvals,Naïve CD4-T cell_pvals_adj,Naïve CD8-T cell_names,Naïve CD8-T cell_scores,Naïve CD8-T cell_logfoldchanges,Naïve CD8-T cell_pvals,Naïve CD8-T cell_pvals_adj,Neutrophil_names,Neutrophil_scores,Neutrophil_logfoldchanges,Neutrophil_pvals,Neutrophil_pvals_adj,Non-classical monocyte_names,Non-classical monocyte_scores,Non-classical monocyte_logfoldchanges,Non-classical monocyte_pvals,Non-classical monocyte_pvals_adj,Plasmacytoid dendritic cell _names,Plasmacytoid dendritic cell _scores,Plasmacytoid dendritic cell _logfoldchanges,Plasmacytoid dendritic cell _pvals,Plasmacytoid dendritic cell _pvals_adj,Switched memory B cell_names,Switched memory B cell_scores,Switched memory B cell_logfoldchanges,Switched memory B cell_pvals,Switched memory B cell_pvals_adj,Unswitched memory B cell_names,Unswitched memory B cell_scores,Unswitched memory B cell_logfoldchanges,Unswitched memory B cell_pvals,Unswitched memory B cell_pvals_adj
372,AL590133.1,3.3034189,354.7587,0.0826374516212321,1.0,BNIP3P17,2.3200004,100.12304,0.1715277739806352,1.0,AC133104.1,1.786017,,0.24993195185240533,1.0,HAGHL,2.4127667,27.808182,0.25013496004805996,1.0,GLYCTK,3.650131,252.57983,0.1537035552800748,1.0,AL096865.1,1.7121127,310.2155,0.3359499515985605,1.0,CHMP1A,3.803807,172.7988,0.16277758336317105,1.0,AC005392.1,3.3980758,,0.17571601296037498,1.0,AC079448.1,4.9372435,,0.11486971543480934,1.0,MYH8,2.3827229,64.59667,0.2504317186492365,1.0,AC015977.2,0.9689628,8.993303,0.5068677195882091,1.0,AC025181.2,1.4669627,42.319256,0.3667459714608714,1.0,AC090771.2,2.5429282,234.36581,0.12768101743082721,1.0,AL353583.1,3.7516747,84.65018,0.06741802361223269,1.0,KLHL24,1.7223285,20.702675,0.3230768193232152,1.0,AC011899.1,2.254753,552.01117,0.15404600024648293,1.0,AC022035.1,4.8978734,inf,0.07990222983312621,1.0,ACSL3-AS1,2.352682,8.1453085,0.2388198712369812,1.0,AC023509.3,5.0568333,229.92952,0.07021322117140628,1.0,RBMY3AP,2.808284,6.603315,0.16900753012894784,1.0,COQ4,3.4015064,inf,0.07982565594656484,1.0
373,AC009154.2,3.3032641,inf,0.18145893631782778,1.0,AC013603.1,2.3194044,235.98885,0.16603116686675992,1.0,RPS16P5,1.7860059,20.01932,0.25799585923776536,1.0,AC074050.4,2.4089153,,0.13784165485465727,1.0,AC073111.2,3.6499405,inf,0.09544674829345978,1.0,AC006001.2,1.7112536,9.649185,0.25625010983588153,1.0,AC008080.1,3.803496,308.01538,0.13571499185579738,1.0,AC243967.2,3.3979316,367.56262,0.14025336866359528,1.0,GCNT1P5,4.93702,279.08936,0.088906790888038,1.0,CA5AP1,2.3802602,283.0207,0.16025064134980863,1.0,MIER3,0.9689628,6.0848236,0.5068677195882091,1.0,AL590705.3,1.4635259,inf,0.2944172972984258,1.0,AC006453.5,2.542478,inf,0.1672590677067673,1.0,FAM157A,3.7483335,377.58936,0.07401325942306977,1.0,RNA5SP425,1.7203587,648.13074,0.22832866774224034,1.0,AC007879.2,2.2516556,196.74754,0.16002956664998919,1.0,AL591926.1,4.893994,302.9299,0.07063148015520052,1.0,AC145098.2,2.3500423,575.0943,0.17221256672041618,1.0,AC090425.3,5.056407,716.66235,0.12288952163762248,1.0,LINC00404,2.8063567,14.790656,0.14847698466136705,1.0,AL669830.1,3.4011471,44.87949,0.0766568219530324,1.0
374,AP002439.1,3.3008416,701.1498,0.1539158605549105,1.0,IPPK,2.3193424,144.30557,0.25909774612190956,1.0,AL359710.1,1.785641,3.0613174,0.23715016698819955,1.0,AC024933.1,2.4059076,488.56866,0.16828951116159624,1.0,AC018766.1,3.6471305,inf,0.06933424428730024,1.0,RN7SKP283,1.7103235,24.48975,0.31412766832577915,1.0,LINC01487,3.8008106,73.82992,0.06685123779799013,1.0,AC018437.2,3.3978455,432.70032,0.08512293966880717,1.0,AC012467.1,4.9346075,,0.05118364445715568,1.0,LINC01578,2.3729777,90.34878,0.20164080207519192,1.0,MIR181A2,0.9689628,6.9613132,0.5068677195882091,1.0,MIR24-2,1.463224,28.457159,0.345508642056914,1.0,AL355836.2,2.5407028,inf,0.1309846380704557,1.0,HMGN5,3.7469203,111.48426,0.06475665923615258,1.0,AC099552.3,1.7199545,,0.23560667027958224,1.0,RN7SKP212,2.2514355,122.91762,0.2341436939205642,1.0,AC105272.1,4.884666,inf,0.07575120239176991,1.0,AC009563.1,2.3493872,inf,0.16050919348817638,1.0,AC092134.3,5.054979,395.51483,0.0740437125054941,1.0,OR10G2,2.806039,186.57654,0.14174908792484214,1.0,RPL23P2,3.3998933,273.71533,0.07674811519811245,1.0
375,AC092685.1,3.2945247,112.24191,0.12842438642716164,1.0,AMOTL1,2.3186865,31.054829,0.16810803866591714,1.0,AC022034.2,1.7853634,37.511387,0.2510234952807738,1.0,AC091181.1,2.4046943,406.15472,0.17073835899032477,1.0,Z95114.3,3.6395102,650.36694,0.12474423623518965,1.0,LINC01878,1.7096736,46.16625,0.22965700795770044,1.0,AP006245.1,3.797056,,0.15639239693606885,1.0,AC011455.1,3.397587,396.95755,0.08007721341336502,1.0,AC009269.2,4.9311233,,0.0862893304249402,1.0,ALG3P1,2.3718243,198.5509,0.14176317545425313,1.0,AL158040.1,0.9689628,6.0848236,0.5068677195882091,1.0,PSMA3,1.4610995,109.86123,0.35007099560418353,1.0,AC022613.2,2.5377233,352.05365,0.15571760757538744,1.0,LAMC1-AS1,3.7428412,68.127846,0.06458342572882698,1.0,AC091043.1,1.7144644,39.16336,0.30073574563334166,1.0,RNU6-631P,2.2481673,42.19906,0.15770545584775927,1.0,TBL1Y,4.8822045,148.30905,0.04650123916994324,1.0,AC015923.1,2.3486886,37.2576,0.23620410995374647,1.0,AC006335.2,5.05366,inf,0.07827104428811854,1.0,RNA5SP385,2.8037431,140.7349,0.20989192327747325,1.0,PPP1R3B,3.3958926,4.618179,0.18231442289968333,1.0
376,LINC01803,3.2868555,68.96082,0.17154364776410508,1.0,AL049564.1,2.31798,,0.2298094251567898,1.0,AC006320.1,1.7853105,121.07818,0.25151999198615943,1.0,AL136360.2,2.4039054,308.5564,0.2196491758609373,1.0,AC022400.6,3.6341333,730.6529,0.14539377773063794,1.0,AL451064.1,1.709095,inf,0.32414823466794346,1.0,AL844175.1,3.794978,inf,0.06302817818601669,1.0,SRRT,3.3960154,33.761963,0.07717436465871443,1.0,YEATS4,4.9211097,79.02362,0.09493684972855555,1.0,AKIP1,2.3711255,71.10979,0.2438766738870027,1.0,ENSG00000225030,0.9689628,6.0848236,0.5068677195882091,1.0,CBX1P1,1.4608599,,0.3689121402222445,1.0,AC116021.1,2.5341563,,0.2318272536188274,1.0,AC110602.1,3.740059,273.13824,0.15150687324148226,1.0,GSTM3,1.7130971,9.276919,0.2926987606056458,1.0,AC007376.1,2.2444537,496.7199,0.23960163423406713,1.0,NPB,4.873951,576.17633,0.07119124869231445,1.0,RIMBP3C,2.3446755,104.631454,0.1741462535856005,1.0,AC018523.1,5.0482063,inf,0.037172874060538943,1.0,OSBPL5,2.800142,7.1378736,0.21836560018187912,1.0,AC012313.4,3.395428,inf,0.13265311216458284,1.0
377,AC025538.1,3.285036,,0.10622579924122705,1.0,INAVA,2.315922,17.085087,0.19969707963589922,1.0,AC211424.1,1.7820436,,0.2205360546447629,1.0,AC236972.4,2.4034379,110.65471,0.20688394691623085,1.0,AL121906.1,3.629974,,0.10174298418550254,1.0,LINC02497,1.7074895,45.450966,0.32159065740521836,1.0,AL139254.1,3.7883294,95.72282,0.12883631255611208,1.0,AC025169.1,3.3955495,inf,0.11925495387268853,1.0,AC245036.5,4.9162197,inf,0.05793375851371004,1.0,RNU2-6P,2.368434,216.76492,0.20791067433787677,1.0,WASH5P,0.9689628,6.0848236,0.5068677195882091,1.0,AC126182.1,1.4571271,23.011156,0.3006222209540258,1.0,AC012640.4,2.529132,,0.18766900191233726,1.0,TRIM51,3.7385428,4.463493,0.16639026538649948,1.0,IMPACT,1.7121375,6.1869483,0.2815338196510172,1.0,AL158834.1,2.2394145,11.691229,0.2673658526827446,1.0,COX6A1,4.871749,341.12524,0.06521398413041217,1.0,AC021678.3,2.340721,inf,0.25310137623733703,1.0,KCNJ3,5.0281553,14.595097,0.05697419931911607,1.0,AC025678.1,2.7993162,421.2309,0.14869746368315956,1.0,AC025300.1,3.3945382,78.663445,0.1819988056249292,1.0
378,AC005336.3,3.2840133,inf,0.1519612478226842,1.0,AC093765.1,2.315039,512.7338,0.2400104319338509,1.0,APP,1.7809525,79.6007,0.3043874636479117,1.0,AC016292.2,2.400327,,0.21035661132259303,1.0,AC079336.7,3.6219246,503.32022,0.0796059232625148,1.0,SSBP4,1.7065649,23.831137,0.2681307372638917,1.0,NPW,3.7845755,163.89015,0.09562551593543842,1.0,GPSM3,3.3936067,84.65013,0.13237412394603024,1.0,AC005082.2,4.910342,inf,0.09385435341742149,1.0,AC092718.5,2.3668709,547.5388,0.1808858071501426,1.0,RN7SL72P,0.9689628,6.0848236,0.5068677195882091,1.0,E2F6,1.4517812,53.88466,0.3486717569851946,1.0,PPP2R3C,2.528568,29.545162,0.12848405073077357,1.0,CRISP3,3.7385428,4.463493,0.16639026538649948,1.0,OR7E101P,1.7097948,16.87989,0.32910951574826486,1.0,SIGLEC5,2.2364683,29.398071,0.21439625819048608,1.0,RNU6-122P,4.843702,inf,0.12957419865320718,1.0,PPIAP29,2.3365018,16.926676,0.1955176324655799,1.0,AL590133.2,5.026445,272.4169,0.09649197234517048,1.0,Z84478.1,2.7955363,8.107014,0.12652168898917798,1.0,AC092670.1,3.3940217,inf,0.17730593310357715,1.0
379,AC009269.2,3.2837367,,0.18658478486632168,1.0,AC080013.5,2.3144197,inf,0.16255130567480977,1.0,AC104772.1,1.7792152,138.67906,0.23563813724821334,1.0,OOEP,2.3991716,3.6898592,0.25140987518084734,1.0,LINC00544,3.617854,812.0209,0.08544361144190356,1.0,AC069213.2,1.7062874,120.53717,0.2568328112001017,1.0,TUBB3,3.7831285,748.4702,0.07796029237415836,1.0,AC093278.1,3.3924427,inf,0.1798334982924679,1.0,PRKDC,4.905316,133.01707,0.05573523833573463,1.0,AL355922.3,2.3647597,inf,0.2506776910386164,1.0,PACS2,0.9685944,8.254388,0.508657079744113,1.0,AC005086.5,1.4517483,26.518126,0.3300978523141023,1.0,AL157938.2,2.5257092,339.9711,0.23228663095826008,1.0,AC009237.4,3.7336898,inf,0.06624890205223197,1.0,POU4F1,1.7069223,65.96723,0.30958993686638764,1.0,AP000487.1,2.2350807,50.06152,0.2533129667230709,1.0,AC009237.9,4.836169,,0.0879496168813355,1.0,AC011551.1,2.3345065,inf,0.1677386994882109,1.0,SIGLEC12,5.020523,36.007755,0.07894319214393453,1.0,LINC00663,2.7861674,178.31711,0.12194611240570355,1.0,RNU6-921P,3.3910081,288.3226,0.18025679127102542,1.0
380,RNU2-27P,3.2831607,392.64362,0.1845481282726166,1.0,AC079177.1,2.3139763,,0.2595824521218531,1.0,NSRP1,1.7781218,13.898838,0.3135119985119973,1.0,RUVBL2,2.3990166,47.392532,0.18440002785720344,1.0,AC079140.2,3.615468,725.351,0.15984892977630819,1.0,PSPN,1.7057066,5.9479356,0.258912971537025,1.0,AC004941.2,3.7829294,,0.1633541427022129,1.0,AC106827.1,3.3908346,inf,0.07736997480599411,1.0,AC023950.1,4.90408,4.463493,0.12805868152913943,1.0,KATNIP,2.3645523,157.6505,0.21999908113953306,1.0,UBE3D,0.9681725,6.054158,0.47735011233359836,1.0,AC244131.1,1.4494705,,0.37814699513870426,1.0,AC022882.1,2.524613,206.66606,0.1898637755004644,1.0,DPP10-AS3,3.731046,132.29779,0.06874444461770456,1.0,POTEH,1.7044697,264.3378,0.23569312343321064,1.0,AC099554.1,2.2345018,38.304394,0.17662307775169125,1.0,AC011498.5,4.8324475,,0.11217696911226664,1.0,ARSH,2.3333333,34.90255,0.25776211681831307,1.0,AC092953.2,5.0000353,inf,0.03807009297414718,1.0,AL139135.2,2.7841995,7.5600195,0.10967447099122533,1.0,AC073439.1,3.3909876,192.5998,0.08106403209836799,1.0
381,RNU6-132P,3.282877,214.09595,0.0889870359967634,1.0,CD55,2.313072,74.010254,0.2525613322342511,1.0,ATP5MC2,1.7749856,3.8116915,0.3266250296861662,1.0,AC103809.1,2.3984625,350.86343,0.2514669916660046,1.0,AC002072.1,3.6138837,inf,0.07090860182918718,1.0,AC097493.4,1.704857,inf,0.31479458043706804,1.0,AC244517.12,3.7823706,inf,0.06365696527933709,1.0,RNU6-545P,3.388791,323.63257,0.08569075216412213,1.0,AC107993.1,4.9038706,inf,0.041899089991669594,1.0,RNY4P20,2.3640084,74.87587,0.16365154543671126,1.0,LINC01875,0.96781296,18.693039,0.5077286222332202,1.0,RN7SL621P,1.4487122,8.651861,0.33530993618060106,1.0,SLC38A9,2.518753,216.07965,0.1283414013258185,1.0,AC012645.3,3.7227721,338.52838,0.15831977198808667,1.0,PDCD4-AS1,1.7036304,264.48206,0.27105565609048704,1.0,LINC02818,2.2327302,71.01666,0.1942486469997458,1.0,HCP5,4.830705,8.787026,0.11322736387192842,1.0,MIR5188,2.330934,inf,0.22393964259917673,1.0,LUC7L,5.0,40.716766,0.1256659163780023,1.0,PTK2B,2.776036,37.47529,0.2201148039606698,1.0,EIF3J-DT,3.3833163,296.1853,0.07739745681054733,1.0
382,AC006538.1,3.2781284,333.44696,0.1828533481106536,1.0,LINC01821,2.3124382,562.43463,0.16783529004971953,1.0,AC069437.1,1.7744621,614.76843,0.3255258402249282,1.0,AP002414.3,2.3957229,210.66954,0.24788108970448852,1.0,AC108751.1,3.6127822,642.2157,0.16494384153930408,1.0,RBBP4P2,1.7011036,31.811428,0.29676146858072794,1.0,AL358335.2,3.7817235,inf,0.11840687613618668,1.0,TARM1,3.382221,76.53497,0.09578543354893802,1.0,AL035696.3,4.892704,34.930008,0.03932689445871803,1.0,AL050305.1,2.3639822,122.88155,0.1760292064076175,1.0,AL646090.2,0.9672503,5.6887116,0.5105971138798457,1.0,STAT3,1.4481056,29.179113,0.3101754928659392,1.0,USP9YP22,2.5163174,4.863877,0.14166559510020035,1.0,AL606468.1,3.7219827,inf,0.12116109482082191,1.0,ADGRF5-AS1,1.7030182,212.94179,0.30973551136619415,1.0,RPS10P21,2.2316601,32.27247,0.2023991693340315,1.0,AL157882.1,4.830027,29.42203,0.047412191755928174,1.0,SPDYE17,2.3303797,15.127947,0.23884939397145427,1.0,IGKV3D-25,5.0,33.380524,0.12566591637800234,1.0,LINC00865,2.77603,96.69694,0.11999723504554353,1.0,PLS1-AS1,3.3830338,inf,0.07970767830012539,1.0
383,AC096664.2,3.2630076,inf,0.17338741816451056,1.0,AC010551.2,2.3119829,,0.15344415363886565,1.0,MTND6P32,1.7740686,245.90736,0.24721489669198798,1.0,LINC00029,2.395362,92.152145,0.2517693360344443,1.0,LRCH4,3.612516,89.302826,0.16892269736694826,1.0,AC007731.5,1.6988403,6.603315,0.3211920861596357,1.0,AC093817.1,3.7811143,inf,0.07039725395896607,1.0,AC114811.2,3.3765533,54.966682,0.18252294071282904,1.0,AC108199.1,4.8924522,,0.06491061974508694,1.0,AC023511.2,2.3637204,inf,0.19667278489585954,1.0,CNTN6,0.965775,10.315412,0.5098085492931197,1.0,ONECUT1,1.4474335,7.296995,0.3269004319460151,1.0,RPS27P23,2.514932,100.80837,0.1577847267172567,1.0,TBX10,3.7119162,250.70433,0.06782150844910914,1.0,AL591888.1,1.6973897,199.41652,0.28699403507133275,1.0,FMO3,2.2304378,822.6247,0.22087768772033592,1.0,SLPI,4.82797,16.637062,0.1145555472962536,1.0,AC010127.1,2.3286445,inf,0.18138360836453854,1.0,RAF1,5.0,33.380524,0.12566591637800234,1.0,OSBPL1A,2.7758307,59.404922,0.22010220752844287,1.0,TRIM15,3.3820543,18.107365,0.1758390182144187,1.0
384,RPPH1-2P,3.2604241,465.52182,0.1779435818748948,1.0,IGLV3-25,2.3104591,46.454914,0.18607672711298306,1.0,AC079594.2,1.7722428,13.425044,0.25421818649272726,1.0,LINC01054,2.3938143,44.507393,0.14113625659166903,1.0,AF001550.2,3.6104643,,0.16637137679921368,1.0,MBIP,1.6969061,73.866005,0.3015617624913692,1.0,AC007285.1,3.7778313,inf,0.16277418219784304,1.0,AL157413.1,3.3764298,183.00586,0.12157336799768428,1.0,TRAPPC5,4.888238,inf,0.10427384149296463,1.0,AC024560.2,2.3635974,,0.24992144510643396,1.0,MIR4272,0.9657747,9.831133,0.5088558133496366,1.0,CYP2C59P,1.4466108,2.8235712,0.2870640584429345,1.0,PFKP,2.514011,5.4528127,0.17697106159105536,1.0,HNRNPFP1,3.7112138,,0.07802251397007759,1.0,AC008676.3,1.6973144,202.9872,0.24612455842843192,1.0,MUC5AC,2.2276437,158.51611,0.20503325231701697,1.0,MAPRE3-AS1,4.8098345,7.3916926,0.04078174035028867,1.0,AC073621.1,2.3278868,117.36324,0.2582196604770087,1.0,OR6B3,5.0,37.101074,0.12566591637800234,1.0,AC108081.1,2.7737706,476.8107,0.15088407844943963,1.0,FP236383.5,3.3809836,55.9795,0.13919549584966145,1.0
385,AC105272.1,3.2603338,inf,0.08266895819668735,1.0,KLHL7,2.3094733,24.9433,0.14847956123286016,1.0,BX005214.2,1.7712398,566.366,0.3082786130548855,1.0,AC073585.2,2.3929482,554.067,0.14012593736024426,1.0,AC003688.3,3.6036358,inf,0.14102021954931188,1.0,AL365496.1,1.696304,,0.2782848602084057,1.0,AL158212.4,3.7773688,292.79495,0.10226847653766098,1.0,AC091515.1,3.3757699,,0.14019954958998057,1.0,KLHDC3,4.8844438,517.9275,0.09092057893354182,1.0,AC068643.2,2.3624873,4.7379155,0.1614266770220854,1.0,OR7E47P,0.96551573,8.653004,0.5094592946066901,1.0,PPOX,1.4463463,33.398407,0.3691269518692554,1.0,UBASH3A,2.5123184,25.82748,0.14531107890746547,1.0,CIR1P1,3.706211,57.743935,0.06827679001256488,1.0,AL391839.1,1.6972376,153.32242,0.24480554184134354,1.0,TEX12,2.2266264,250.30759,0.16976754048914175,1.0,AP003038.1,4.808739,570.06836,0.13041894001524038,1.0,AC092437.1,2.325437,inf,0.15781179878361992,1.0,MCM3AP,4.985813,inf,0.11725840889982113,1.0,AC004461.3,2.7715826,15.945687,0.11412650189436419,1.0,AC109454.1,3.379646,,0.08537540491245908,1.0
386,AC010547.3,3.2595856,310.43192,0.1277013890303734,1.0,AC139256.1,2.304565,,0.20385391361373995,1.0,AL137789.1,1.7699624,3.7864454,0.21891986570271582,1.0,PTPRG-AS1,2.3929105,inf,0.14284503173575905,1.0,AL022313.3,3.6028504,,0.14515365647834674,1.0,AC023511.2,1.6939722,inf,0.23760890212660105,1.0,AC134503.1,3.7730665,49.19678,0.11363846916652677,1.0,Z69720.1,3.3757303,inf,0.17049778890484205,1.0,AC099314.1,4.8770013,inf,0.039924225814993976,1.0,LINC01896,2.3600178,128.472,0.18176122756163876,1.0,SCARNA17,0.96551573,8.653004,0.5094592946066901,1.0,AC133644.1,1.445992,226.68346,0.34450651573506397,1.0,HIF3A,2.5121129,42.596066,0.1878483997741402,1.0,MRC2,3.7050257,150.50983,0.11702473934358934,1.0,AC006357.1,1.6965382,104.631454,0.23368090272995262,1.0,RNU6-111P,2.2257884,513.7437,0.2646264362050574,1.0,AL008628.1,4.8014956,72.63971,0.06607368226682954,1.0,FAM198B-AS1,2.323791,270.68567,0.23507500371480328,1.0,AC093655.2,4.9734464,inf,0.11245566025537981,1.0,AP001877.1,2.770116,inf,0.13205711514078605,1.0,AC022384.1,3.3789253,136.34059,0.10170933225068053,1.0
387,ZNF620,3.2569444,inf,0.12003460137902958,1.0,MTHFD1L,2.3029456,8.99137,0.26079737392079533,1.0,AC016355.1,1.7687786,200.82315,0.21916623229208052,1.0,DPP6,2.3905323,229.3885,0.16049011190325924,1.0,AP000753.1,3.5998073,inf,0.07742239434785754,1.0,AC139792.3,1.6937544,inf,0.32908081611182455,1.0,AC097467.4,3.772002,,0.15886473987250346,1.0,RNU4-85P,3.3751075,inf,0.16720322338915058,1.0,AL157394.3,4.8680573,,0.07723384067849672,1.0,RNU6-697P,2.3594804,inf,0.1769422417822752,1.0,TTTY8B,0.96328783,9.103422,0.5101178394704028,1.0,LINC00229,1.4427598,140.15782,0.3308412349990296,1.0,AL391280.1,2.5107422,inf,0.2341782327263983,1.0,STARD13-IT1,3.7038424,inf,0.09365382644739656,1.0,AC007021.1,1.6961136,94.676865,0.3176090233980701,1.0,AC093072.1,2.2228978,496.57562,0.26819728997945985,1.0,ZNF688,4.790423,inf,0.1112616465150589,1.0,AC008735.3,2.3229082,,0.1485447543913653,1.0,AC027290.3,4.971302,158.53963,0.09429566624516342,1.0,LHX3,2.7682698,6.085498,0.18693099219121456,1.0,MYRFL,3.376257,42.102272,0.07775930448628075,1.0
388,LINC01429,3.256299,513.7437,0.11319397216436117,1.0,AL353150.1,2.3012,119.52728,0.15078133776974575,1.0,ZFYVE16,1.7687465,2.7676246,0.32758454112564567,1.0,AC139453.1,2.3893783,91.2506,0.16380736323684075,1.0,AC005771.1,3.5983887,inf,0.15095530090895312,1.0,AC005699.1,1.69145,5.7230186,0.25288115120408666,1.0,AL357033.2,3.766205,,0.16326263230967275,1.0,AC108704.2,3.374636,inf,0.15659010541905516,1.0,NCAPD2P1,4.8653064,54.13714,0.12905161095221562,1.0,TMSB4XP8,2.3591287,307.0055,0.20880306522135364,1.0,BEND7P1,0.96283394,7.5036,0.510030062878188,1.0,AC093791.1,1.4426256,inf,0.38413026604295997,1.0,AC091807.2,2.502315,520.9211,0.19414254873063896,1.0,AL359396.1,3.7022884,,0.0664818829576269,1.0,LINC02640,1.6949805,599.6201,0.30655005016733267,1.0,AL158212.3,2.2224557,156.49634,0.2421567919650532,1.0,AC060780.1,4.788135,735.0553,0.1282702484993973,1.0,GIN1,2.3228166,175.57599,0.16861779506088592,1.0,ADAMTS12,4.9687877,47.440365,0.0765441100767582,1.0,FP236383.9,2.7654293,216.04358,0.2016987290629815,1.0,AC008505.1,3.3710816,212.32864,0.08244697434947133,1.0
389,AC013391.2,3.2538948,inf,0.18973644296396514,1.0,AL135787.1,2.3004465,,0.2608385633760207,1.0,AP003555.1,1.7643797,,0.2867920795578209,1.0,AC002128.2,2.3877633,86.74204,0.15761990100026807,1.0,AC009126.1,3.5756269,37.87384,0.1617069118389262,1.0,AC090953.2,1.6899215,,0.34000121849198744,1.0,AC048383.1,3.766119,178.85812,0.08011635842346132,1.0,AC037487.3,3.373583,210.0564,0.09793964492062343,1.0,AC008870.3,4.863837,inf,0.12263953099210102,1.0,AC091046.2,2.351802,inf,0.21985208444415325,1.0,AC005351.1,0.96222454,300.40518,0.491433732072478,1.0,NDUFA5P10,1.4407772,5.469828,0.3545886242986113,1.0,AC107882.1,2.5020545,47.6455,0.2397615563078528,1.0,RNU6-992P,3.6978345,inf,0.10299101574642378,1.0,AC002059.2,1.6936879,84.25339,0.24874375099028517,1.0,ECEL1P3,2.2215395,13.703458,0.26383931628887963,1.0,RNU6-197P,4.773925,615.7062,0.12422698045003201,1.0,AL391645.1,2.3206527,216.51883,0.2450128247338866,1.0,MIR191,4.9682007,11.521371,0.12644932844687262,1.0,RTN2,2.7603724,30.39678,0.13398608699383813,1.0,KMT2E-AS1,3.3667655,133.23288,0.1832780600937928,1.0
390,AC110768.1,3.2499692,707.3353,0.19002447376221956,1.0,RWDD4P1,2.2991319,inf,0.2602122254204967,1.0,AC016727.3,1.7543759,25.66516,0.221713062107744,1.0,RNU6-608P,2.3873155,4.7086797,0.17113023038857783,1.0,AC008638.2,3.5710855,,0.07069568809732578,1.0,AC079360.1,1.6888144,,0.29588764804045453,1.0,AC079760.2,3.7650595,161.83432,0.10295599688278499,1.0,TLX1NB,3.3735778,541.0467,0.17482973028860815,1.0,AC126389.1,4.8577,,0.12393267599809704,1.0,AC138649.5,2.351603,389.56372,0.25127015011928433,1.0,SLC30A5,0.96208566,7.9140882,0.511134294981398,1.0,H2BC6,1.4360615,8.767652,0.3872376192681526,1.0,ZNF271P,2.5,37.101074,0.2422378831816867,1.0,ATP1A1-AS1,3.688964,126.48832,0.16696725403255488,1.0,AC008556.1,1.6911895,224.51941,0.32831804635791134,1.0,REV1,2.2214458,100.12304,0.2081290975910663,1.0,AC068418.2,4.7732296,inf,0.04307954315587569,1.0,FO393412.1,2.3183506,42.705227,0.14792345777537075,1.0,AL355333.1,4.9616504,inf,0.052783306024093486,1.0,RN7SL685P,2.758936,99.58202,0.1640857271241582,1.0,AC087280.1,3.3666322,78.59159,0.1348527285733671,1.0
